year,id,samptype,panelid,panelwave,intage,intsex,intethn,intyrs,lngthinv,coop,comprend,daysint,spaneng,mode,feeused,egp10_11,spegp10_11,paegp10_11,maegp10_11,parborn,family16,reg16,incom16,age,sex,born,relig,class,spdeg,madeg,padeg,wrkstat,degree,uscitzn,realinc,realrinc,region,wordsum,dwelown,size,xnorcsiz,marital,racehisp5,evercitzn
2012,9021,2008,20081609,3,55,2,2,0,79,1,1,57,1,1,,11,,5,10,0,1,4,3,64,1,1,1,2,,0,1,5,1,,9.675646,,4,6,1,5,8,3,1,1
2012,8901,2008,20081421,3,51,2,5,19,95,1,1,57,1,1,1,3,8,10,4,0,1,9,2,37,2,1,1,2,1,0,1,1,0,,10.00107,8.614774,9,,,247,2,1,1,1
2012,8273,2008,2008420,3,60,2,3,0,104,2,1,66,1,1,1,3,,9,2,0,1,4,2,42,1,1,1,2,,1,0,1,1,,8.815444,7.698483,7,4,2,1189,1,5,1,1
2012,10849,2010,20101137,2,32,2,1,0,97,2,2,22,1,1,1,4,,,10,0,5,6,2,50,2,1,1,1,,0,,8,1,,8.39163,,6,5,2,78,2,5,2,1
2012,10834,2010,20101116,2,41,2,1,14,72,1,1,151,1,2,1,4,,,2,0,5,6,3,25,1,1,1,2,,4,,1,3,,9.125599,,6,6,2,19,4,5,1,1
2012,8664,2008,20081057,3,58,1,1,10,129,1,1,24,1,1,3,,,12,2,0,1,6,3,31,1,1,1,3,,4,3,4,1,,10.20174,,6,9,1,5,10,5,1,1
2012,10552,2010,2010759,2,62,2,1,6,96,1,1,14,1,1,3,2,2,3,5,2,1,2,3,40,1,1,2,3,,1,4,1,3,,10.79958,10.79958,8,6,1,555,1,5,3,1
2012,9200,2008,20081874,3,51,2,1,2,70,1,1,84,1,1,3,2,10,,10,0,5,3,2,75,2,1,8,3,1,1,,5,3,,9.675646,,6,7,1,3,10,1,1,1
2012,9047,2008,20081641,3,65,1,1,6,56,1,2,37,1,1,1,4,,9,10,0,3,3,2,28,2,1,4,1,,0,1,7,1,,9.508592,7.447168,3,5,1,2,10,5,1,1
2012,11489,2010,20101964,2,59,2,1,8,120,1,1,66,1,1,1,5,5,5,2,0,1,6,3,33,2,1,1,1,1,1,1,2,2,,10.9819,,6,8,1,3,10,1,1,1
2012,8442,2008,2008713,3,69,2,1,4,101,1,1,110,1,1,1,8,,12,8,2,5,9,3,25,2,1,2,2,,1,,1,2,,9.818747,9.818747,9,,,83,3,5,3,1
2012,10484,2010,2010663,2,53,2,1,2,200,1,1,54,1,1,1,4,3,10,10,0,1,7,3,67,1,1,1,2,1,0,0,2,1,,9.675646,8.39163,3,5,1,2,5,1,1,1
2012,10953,2010,20101264,2,70,2,1,6,94,1,1,133,1,2,1,8,,5,5,0,1,5,3,27,2,1,3,3,,4,4,4,4,,10.79958,8.982498,5,,,80,6,5,2,1
2012,8336,2008,2008530,3,56,2,5,0,64,1,1,89,1,1,1,1,,,3,0,5,3,3,55,2,1,1,2,,1,,1,4,,,,5,4,1,12,3,3,2,1
2012,10950,2010,20101261,2,81,1,1,3,82,1,1,34,1,1,1,4,,,3,1,5,5,1,34,2,1,1,2,,1,,1,1,,9.818747,9.508592,5,,,13,4,5,3,1
2012,8904,2008,20081424,3,51,2,5,19,103,1,1,24,1,1,1,10,,9,10,0,1,9,3,61,2,1,2,2,,0,1,7,1,,9.508592,,9,4,3,247,2,3,1,1
2012,11010,2010,20101342,2,49,2,1,8,132,1,1,79,2,1,1,10,10,10,,8,1,0,2,51,1,2,2,2,1,0,0,2,1,1,9.361988,8.614774,7,7,1,140,2,1,3,1
2012,10156,2010,2010222,2,70,2,1,11,74,1,1,5,1,1,1,3,,2,12,0,1,3,4,26,2,1,1,2,,1,1,1,4,,9.675646,9.675646,3,,,53,3,5,2,1
2012,10673,2010,2010916,2,68,2,1,3,120,1,1,22,1,1,3,9,3,9,10,0,1,3,3,51,1,1,4,2,0,0,1,1,1,,10.79958,10.40653,3,7,1,3,8,1,1,1
2012,11069,2010,20101422,2,66,2,1,8,145,1,1,12,1,1,3,5,,1,4,0,5,9,3,71,2,1,4,1,,0,,2,1,,8.815444,8.066208,8,9,1,35,7,2,1,1
2012,8349,2008,2008558,3,42,2,1,0,104,1,1,15,1,1,3,10,,5,3,0,1,3,4,69,1,1,1,3,,1,3,5,1,,8.39163,,8,,,1321,1,5,1,1
2012,11390,2010,20101834,2,51,2,2,6,67,1,1,68,1,1,1,5,4,,2,0,5,7,3,49,1,1,,2,1,3,,1,1,,,,7,,,0,10,1,1,1
2012,11427,2010,20101881,2,60,2,1,0,111,1,1,26,1,1,3,10,2,11,10,0,1,5,3,55,1,1,1,2,3,0,0,1,1,,10.40653,9.508592,5,5,1,4,8,1,2,1
2012,8107,2008,2008173,3,43,2,1,2,112,1,2,64,1,1,1,3,,2,,8,1,9,2,24,2,1,4,1,,0,,2,1,,8.815444,7.899154,9,5,2,462,1,5,3,1
2012,10856,2010,20101145,2,50,2,1,2,111,1,1,7,1,1,3,1,3,10,,0,1,3,2,82,1,1,1,3,1,,,5,2,,9.818747,,5,,,41,2,1,1,1
2012,10577,2010,2010789,2,67,2,1,4,79,1,1,129,1,2,1,1,10,2,,0,1,3,4,58,1,1,3,4,3,1,1,1,4,,,,3,,,6,3,1,1,1
2012,10928,2010,20101230,2,49,2,2,2,81,3,1,24,1,1,3,2,,3,,0,1,5,4,89,2,1,1,4,,0,2,5,4,,,,7,8,2,485,1,2,1,1
2012,8981,2008,20081549,3,46,1,1,0,115,1,1,47,1,1,3,2,,1,2,0,3,3,2,40,2,1,1,3,,1,1,1,3,,10.79958,10.40653,8,7,1,53,2,3,1,1
2012,9005,2008,20081583,3,57,2,1,8,80,1,1,105,1,2,1,3,9,10,10,0,1,4,1,65,2,1,1,2,1,1,0,2,1,,10.00107,6.887553,4,9,1,0,10,1,1,1
2012,11182,2010,20101578,2,62,2,1,2,85,1,1,26,1,1,1,8,4,5,5,0,1,2,4,44,1,1,2,2,2,1,1,4,2,,10.79958,9.508592,2,6,2,4,6,1,1,1
2012,10295,2010,2010413,2,50,2,1,2,135,1,1,31,1,1,1,8,3,10,10,0,1,3,3,72,2,1,1,3,2,1,0,5,1,,10.6072,,3,5,1,11,6,1,2,1
2012,10277,2010,2010390,2,50,2,1,2,82,1,1,38,1,1,1,4,8,1,4,0,1,3,3,22,2,1,1,1,,1,0,1,1,,10.20174,6.887553,3,5,1,19,3,3,1,1
2012,11273,2010,20101681,2,37,2,1,2,117,1,1,64,1,1,3,10,,5,,0,1,4,4,58,1,1,1,2,,1,1,1,1,,10.00107,9.675646,4,9,2,4,8,3,1,1
2012,11369,2010,20101807,2,62,2,,10,119,1,1,73,1,1,1,2,2,8,3,0,1,6,3,39,1,1,1,2,3,1,1,1,1,,10.00107,9.508592,6,7,1,5,6,1,1,1
2012,11170,2010,20101557,2,39,2,1,7,69,1,1,88,1,1,1,4,,7,7,1,1,9,1,61,2,1,11,2,,0,0,1,3,,9.361988,9.125599,9,7,1,41,7,3,4,1
2012,8532,2008,2008834,3,50,2,1,15,120,1,1,3,1,1,1,2,,9,10,0,1,2,2,80,2,1,1,2,,0,0,5,1,,9.125599,,2,,,7,3,2,1,1
2012,10873,2010,20101166,2,50,2,1,2,111,1,1,50,1,1,2,8,2,,4,0,5,5,4,55,2,1,1,2,2,1,,6,2,,10.00107,,5,7,1,20,4,1,1,1
2012,10734,2010,2010985,2,50,2,5,0,74,2,1,37,1,1,1,4,3,2,3,0,1,3,3,61,2,1,2,3,,0,1,5,1,,10.20174,,3,7,1,711,1,4,1,1
2012,8406,2008,2008646,3,52,2,1,2,124,1,1,86,1,1,1,3,,7,,0,8,4,1,89,2,1,2,1,,0,0,5,0,,9.250762,5.501258,4,3,1,21,3,2,1,1
2012,8220,2008,2008327,3,56,2,1,3,150,1,1,75,1,1,3,3,1,,3,0,5,2,4,54,2,1,1,4,4,4,,1,3,,11.95208,10.00107,2,9,1,43,5,1,1,1
2012,8675,2008,20081073,3,32,2,1,0,64,1,1,30,1,1,1,2,2,,3,0,5,6,2,31,1,1,1,2,4,2,,1,1,,10.40653,9.508592,6,5,1,2,10,1,2,1
2012,8804,2008,20081274,3,42,2,2,2,83,1,1,12,1,1,1,5,2,5,5,0,1,5,4,41,1,1,5,2,4,3,1,1,1,,10.9819,10.20174,5,6,1,44,7,1,1,1
2012,8223,2008,2008337,3,50,2,1,0,114,2,2,113,1,1,1,8,4,12,1,8,1,0,3,60,1,2,2,2,0,4,1,1,0,2,10.20174,9.508592,5,,,10,6,1,4,0
2012,10551,2010,2010757,2,56,2,1,4,74,1,1,28,1,1,1,8,,2,5,0,1,2,3,44,2,1,2,2,,1,1,1,1,,9.675646,9.675646,2,5,1,2,5,3,1,1
2012,10094,2010,2010126,2,65,1,1,2,93,1,1,104,1,1,3,5,,9,5,0,1,9,4,70,1,1,1,3,,1,1,2,1,,11.95208,12.74161,9,6,2,12,3,3,1,1
2012,11149,2010,20101530,2,51,2,5,19,95,1,1,39,1,1,1,10,,9,,0,4,9,2,30,1,1,1,2,,,1,1,1,,8.614774,8.614774,9,8,2,92,6,5,2,1
2012,8845,2008,20081338,3,65,2,1,8,55,1,1,6,1,1,3,2,,5,2,0,1,8,3,34,1,1,1,3,,4,3,1,4,,10.79958,10.6072,9,9,1,55,2,5,1,1
2012,8025,2008,200843,3,34,2,1,4,109,2,2,24,1,1,1,4,5,1,3,8,0,2,4,59,2,2,2,3,1,,0,1,1,1,10.40653,9.361988,2,,,8008,1,1,3,1
2012,8202,2008,2008299,3,48,2,1,0,86,1,1,96,1,1,1,8,4,1,4,1,5,2,4,46,1,1,2,2,1,1,,1,2,,10.00107,9.508592,9,6,2,91,3,1,1,1
2012,8679,2008,20081082,3,70,2,1,6,114,1,1,86,1,1,1,3,5,9,5,0,1,1,3,69,2,1,2,3,1,0,0,7,1,,10.20174,,5,8,1,71,2,1,1,1
2012,11523,2010,20102008,2,65,1,1,2,94,1,1,140,1,2,3,2,2,9,3,0,1,8,4,27,1,1,1,2,3,1,1,1,3,,10.6072,,8,7,2,38,7,1,1,1
2012,8751,2008,20081179,3,81,1,1,3,89,1,1,10,1,1,3,3,,5,,0,1,5,3,84,2,1,1,2,,0,0,5,0,,9.818747,,5,,,13,4,2,1,1
2012,10746,2010,20101003,2,68,2,1,3,140,3,1,35,1,1,3,4,,10,3,0,1,3,3,63,2,1,1,1,,1,1,8,1,,,,3,7,1,4,5,3,1,1
2012,10759,2010,20101018,2,42,2,1,10,58,3,1,114,1,1,1,10,3,,2,0,3,3,3,35,1,1,2,2,3,4,3,1,1,,10.6072,10.40653,3,5,1,15,4,1,1,1
2012,8921,2008,20081448,3,39,2,1,7,51,1,1,95,1,1,1,2,5,10,10,0,1,9,2,51,2,1,1,3,,1,1,3,4,,11.95208,10.40653,9,,,41,7,4,5,1
2012,11081,2010,20101434,2,66,2,1,8,109,1,1,6,1,1,1,10,,8,4,0,1,9,2,31,1,1,4,2,,1,1,4,0,,10.00107,10.00107,8,5,1,35,7,3,1,1
2012,10470,2010,2010647,2,66,2,1,6,98,1,1,150,1,2,1,9,3,,10,0,5,5,2,62,1,1,1,3,1,0,,5,1,,10.20174,,5,5,1,2,4,1,1,1
2012,8590,2008,2008929,3,45,2,1,2,69,1,1,84,1,1,1,2,8,1,3,0,1,3,4,45,1,1,1,3,3,2,4,1,4,,10.9819,10.9819,3,,,43,6,1,1,1
2012,10110,2010,2010160,2,65,1,1,2,97,1,1,26,1,1,1,1,3,10,4,0,8,9,2,31,1,1,1,2,3,2,2,1,3,,10.79958,10.40653,9,8,2,32,3,1,2,1
2012,9015,2008,20081600,3,57,2,1,8,120,3,1,79,1,1,1,3,9,12,5,0,1,4,4,40,2,1,1,1,3,2,3,8,1,,9.125599,,4,,,0,10,1,1,1
2012,11205,2010,20101605,2,50,2,1,2,84,1,1,14,1,1,1,,,4,3,0,1,1,3,22,1,1,4,3,,1,1,7,0,,9.361988,,1,,,8,8,5,1,1
2012,8011,2008,200822,3,53,2,2,2,59,2,2,53,1,1,1,3,,9,9,8,1,2,2,65,2,2,2,2,,,,1,1,1,9.675646,9.675646,2,,,8008,1,3,1,1
2012,8300,2008,2008470,3,79,1,1,4,63,1,1,41,1,1,1,3,2,9,3,0,1,7,3,35,1,1,1,3,4,1,1,1,4,,10.79958,10.00107,7,6,1,1954,1,1,1,1
2012,8781,2008,20081235,3,53,1,5,8,95,1,1,33,1,1,1,2,3,9,,1,1,7,1,57,1,2,1,3,1,0,0,1,3,1,10.40653,10.20174,7,,,6,6,1,3,1
2012,10385,2010,2010530,2,58,2,1,7,161,1,1,52,1,2,1,2,1,3,8,0,1,1,4,41,2,1,1,3,4,3,3,7,4,,,,1,9,1,14,5,1,1,1
2012,11355,2010,20101791,2,67,1,1,17,111,1,1,46,1,1,1,10,,10,5,0,1,6,3,64,1,1,1,3,,1,1,5,3,,8.982498,,6,7,1,3,6,2,1,1
2012,10790,2010,20101057,2,67,1,1,17,69,1,2,84,1,1,1,2,3,9,4,0,1,6,3,27,2,1,2,2,1,1,1,1,3,,10.20174,9.508592,6,,,15,3,1,1,1
2012,11058,2010,20101409,2,42,2,2,2,129,1,1,100,1,2,1,5,,8,3,0,1,9,2,42,1,1,11,3,,1,1,1,1,,10.00107,10.00107,5,7,2,44,7,3,1,1
2012,10091,2010,2010122,2,43,2,1,2,89,2,1,28,1,1,3,4,,9,3,0,1,9,3,26,2,1,1,3,,1,1,1,1,,10.6072,9.361988,9,8,1,328,1,5,1,1
2012,8448,2008,2008723,3,60,2,1,2,119,1,1,35,1,1,1,1,,3,4,0,1,2,4,55,2,1,1,2,,1,3,1,3,,10.00107,9.818747,2,8,2,16,3,3,1,1
2012,9222,2008,20081909,3,58,2,1,7,81,1,1,132,1,2,1,1,5,10,4,0,0,8,2,40,1,1,4,3,,1,,1,1,,11.13605,10.9819,5,,,32,3,3,1,1
2012,10260,2010,2010365,2,69,2,1,0,130,1,1,122,1,1,1,3,,5,3,0,3,5,4,55,2,1,1,2,,,1,2,1,,8.209309,,5,8,2,60,4,3,1,1
2012,9099,2008,20081716,3,56,2,1,11,181,1,2,78,1,1,1,12,,12,9,0,1,5,3,72,1,1,1,3,,,0,5,3,,,,6,,,7,6,3,1,1
2012,11451,2010,20101913,2,56,1,3,0,129,2,2,73,2,2,3,7,,5,5,8,1,0,,40,2,2,2,2,,0,0,1,0,2,,,5,,2,5,10,5,3,0
2012,10098,2010,2010138,2,52,2,2,9,120,1,1,58,1,2,1,4,8,9,1,0,3,9,2,37,2,1,11,2,3,1,0,2,1,,10.6072,,9,6,2,68,3,1,1,1
2012,8006,2008,200810,3,53,2,2,2,53,2,2,47,1,2,1,10,,10,,8,1,0,1,60,2,2,4,2,,0,0,5,0,1,9.250762,,2,,,8008,1,5,2,1
2012,11115,2010,20101484,2,65,2,1,3,118,1,1,136,1,2,1,2,,2,4,0,1,9,3,28,2,1,11,3,,1,3,1,3,,10.40653,10.20174,9,,,18,3,5,1,1
2012,8094,2008,2008153,3,55,1,3,2,63,3,2,109,2,1,1,10,10,10,4,8,1,9,3,46,2,2,2,3,,0,0,7,0,2,7.899154,6.887553,9,4,2,3695,1,5,3,0
2012,9148,2008,20081795,3,39,1,1,0,82,3,3,35,1,1,1,10,,2,3,0,1,7,3,34,1,1,1,1,,1,1,5,0,,,,7,3,2,7,10,5,1,1
2012,8112,2008,2008178,3,56,2,2,2,104,1,1,24,1,1,1,3,,1,3,0,1,3,3,50,2,1,4,3,,1,3,1,4,,9.818747,,9,10,2,3695,1,5,2,1
2012,10317,2010,2010444,2,39,2,5,9,57,2,1,44,1,2,1,2,3,10,3,0,1,5,2,61,1,1,4,1,1,1,1,8,1,,9.125599,,5,,,572,1,1,2,1
2012,9003,2008,20081580,3,57,2,1,8,132,3,3,119,1,2,1,10,4,7,5,0,1,4,3,47,1,1,1,2,1,0,0,2,1,,8.209309,8.209309,4,3,1,0,10,1,1,1
2012,9225,2008,20081912,3,65,1,1,8,80,1,1,85,1,2,1,8,,10,3,0,1,5,2,45,2,1,1,1,,1,1,8,3,,,,5,8,1,19,7,5,1,1
2012,8166,2008,2008254,3,41,2,1,3,110,1,1,21,1,1,1,3,3,5,3,0,1,9,4,41,1,1,1,3,1,1,1,1,1,,10.40653,10.40653,9,6,2,45,3,1,3,1
2012,10490,2010,2010670,2,52,2,1,2,95,1,1,107,1,2,1,2,,8,3,0,1,4,2,43,2,1,11,2,,1,1,1,3,,10.40653,10.40653,4,7,2,21,3,5,1,1
2012,8807,2008,20081279,3,42,2,2,2,78,1,1,6,1,1,3,1,,12,10,0,1,5,2,42,1,1,1,1,,1,1,8,4,,9.361988,,5,,,15,10,5,2,1
2012,10627,2010,2010854,2,75,1,1,8,108,1,1,22,1,1,3,2,,8,2,0,1,2,3,69,2,1,1,3,,3,1,2,4,,10.40653,9.818747,2,,,4,6,2,1,1
2012,10722,2010,2010973,2,62,2,1,5,80,1,1,9,1,1,1,2,,10,,0,1,3,3,63,2,1,1,1,,0,0,5,4,,9.675646,,3,,,61,2,3,5,1
2012,8877,2008,20081387,3,69,2,1,4,97,1,1,73,1,1,1,12,1,2,2,0,1,9,3,49,2,1,1,2,,1,4,5,3,,10.00107,,8,,,35,4,3,1,1
2012,8167,2008,2008256,3,48,2,1,0,101,1,1,41,1,1,3,8,3,,4,0,5,9,2,53,1,1,1,2,1,1,,1,1,,11.13605,10.79958,9,6,2,23,3,1,1,1
2012,11107,2010,20101474,2,62,2,1,2,114,1,1,25,1,1,3,1,2,3,,8,1,9,4,59,2,1,4,3,3,0,0,2,3,,11.13605,9.508592,9,7,1,529,1,1,1,1
2012,10940,2010,20101250,2,59,2,2,0,104,1,1,13,1,1,1,2,2,1,3,0,1,4,3,37,1,1,1,3,4,3,4,1,3,,10.6072,10.00107,5,,,276,1,1,1,1
2012,9173,2008,20081835,3,65,2,2,7,73,1,1,35,1,1,1,8,,10,5,1,3,5,2,85,2,1,1,1,,1,0,5,0,,8.815444,,5,1,1,4,10,2,1,1
2012,10900,2010,20101195,2,44,2,1,2,108,3,3,23,1,1,1,10,,10,10,0,5,5,3,39,2,1,1,3,,0,,1,1,,8.982498,8.39163,5,6,1,132,2,5,2,1
2012,8229,2008,2008344,3,56,2,2,11,102,1,1,123,1,2,1,10,4,11,10,0,3,5,2,61,1,1,1,3,,,0,8,1,,8.614774,,5,,,139,4,3,2,1
2012,8151,2008,2008232,3,45,2,1,2,100,1,1,10,1,1,1,4,1,9,3,0,3,3,3,31,2,1,4,3,1,1,1,7,1,,11.95208,,3,8,1,9,3,1,1,1
2012,11345,2010,20101776,2,68,2,1,0,145,2,1,25,1,1,1,3,9,5,11,0,1,5,1,71,2,1,1,3,0,0,0,5,1,,10.6072,,5,5,1,10,6,1,1,1
2012,8051,2008,200887,3,51,2,1,2,138,1,1,89,1,1,1,1,,9,10,1,1,2,3,74,1,1,2,3,,0,0,5,2,,11.95208,,2,6,1,53,3,3,1,1
2012,8732,2008,20081152,3,49,2,2,2,80,3,2,10,1,1,1,10,4,,10,0,5,7,2,51,2,1,1,1,1,0,,7,0,,9.675646,5.501258,7,3,1,485,1,1,2,1
2012,8045,2008,200872,3,62,1,3,8,60,1,1,51,1,1,1,5,2,5,,0,1,2,3,62,1,1,2,2,,0,0,2,1,,9.125599,9.125599,2,,,5,4,4,1,1
2012,11017,2010,20101355,2,49,2,1,8,99,1,1,79,1,1,1,10,,10,10,8,1,7,2,55,1,1,1,2,,0,1,2,1,,9.508592,7.698483,7,4,2,140,2,4,3,1
2012,10996,2010,20101321,2,73,2,1,11,85,1,1,77,1,1,1,3,8,10,3,2,1,7,3,49,2,1,1,2,,1,1,1,1,,9.675646,8.815444,6,,,4,5,2,1,1
2012,10667,2010,2010910,2,75,2,1,3,113,1,1,122,1,1,1,4,9,5,3,0,2,3,3,30,2,1,1,2,2,1,1,1,1,,10.79958,9.508592,3,,,12,7,1,1,1
2012,11135,2010,20101511,2,52,2,1,5,78,2,1,70,1,1,1,5,,5,5,0,8,9,3,47,1,1,4,3,,1,0,1,1,,,,8,6,2,186,2,5,1,1
2012,9265,2008,20081978,3,70,2,1,11,94,1,1,92,1,1,1,3,,10,4,0,1,3,3,47,2,1,1,3,,1,1,4,2,,9.250762,,3,6,2,53,3,3,2,1
2012,10569,2010,2010781,2,59,2,2,8,116,1,1,23,1,1,1,3,,10,,8,4,3,2,70,2,1,1,2,,,0,1,1,,10.00107,10.00107,3,8,1,3,5,3,1,1
2012,10349,2010,2010484,2,60,2,1,2,93,1,1,90,1,1,1,2,3,10,4,0,1,7,3,62,1,1,1,2,,0,0,1,1,,10.00107,9.818747,7,5,1,142,3,1,1,1
2012,8994,2008,20081568,3,62,2,1,9,144,1,1,21,1,1,3,5,8,10,10,0,1,3,2,54,2,1,5,2,1,0,0,2,1,,10.40653,9.250762,4,7,1,1,10,1,1,1
2012,10725,2010,2010976,2,62,2,1,5,63,1,1,28,1,1,3,2,9,9,4,0,1,3,4,38,2,1,1,2,1,1,1,1,1,,9.675646,9.361988,3,7,1,52,2,1,1,1
2012,11334,2010,20101761,2,66,1,1,0,104,3,3,45,1,1,1,10,,10,10,0,1,5,3,47,2,1,1,1,,0,0,2,0,,8.614774,8.614774,5,5,2,20,3,5,2,1
2012,10666,2010,2010908,2,68,2,1,3,118,1,1,36,1,1,3,4,5,10,4,0,1,3,3,54,2,1,2,2,3,0,1,1,4,,,8.815444,3,8,1,12,7,1,1,1
2012,8275,2008,2008425,3,50,2,3,6,129,1,3,38,2,1,1,4,10,5,10,8,1,0,5,46,2,2,2,2,0,0,0,7,0,2,9.125599,,7,2,2,1189,1,1,3,0
2012,10564,2010,2010774,2,58,1,1,10,102,1,1,53,1,1,1,8,,10,4,0,8,8,3,51,2,1,1,3,,1,,4,3,,9.508592,7.447168,8,3,1,276,3,5,2,1
2012,9165,2008,20081826,3,65,2,2,7,92,1,1,16,1,1,1,2,,12,4,0,1,5,2,57,2,1,1,2,,1,1,1,2,,10.40653,10.40653,5,6,1,3,8,2,2,1
2012,8008,2008,200817,3,53,2,2,2,76,3,2,36,1,1,1,4,,2,,8,1,0,3,30,1,2,9,2,,0,3,1,3,2,10.00107,9.675646,2,6,1,8008,1,5,4,1
2012,10407,2010,2010565,2,50,2,3,6,72,1,2,113,2,2,1,10,10,7,,8,1,0,2,33,1,2,2,2,0,0,0,1,0,2,,,8,,,1321,1,1,3,0
2012,9149,2008,20081796,3,39,1,1,0,117,2,1,49,1,1,1,9,9,10,3,0,1,7,2,60,2,1,2,3,3,1,1,8,1,,10.00107,,7,6,1,12,5,1,1,1
2012,8263,2008,2008403,3,60,2,3,0,81,1,1,63,1,1,1,8,,2,4,0,1,6,4,49,1,1,2,2,,1,4,1,1,,11.95208,10.6072,7,,,19,3,3,1,1
2012,8546,2008,2008858,3,53,2,1,2,115,1,1,16,1,1,3,2,,10,9,0,1,3,3,65,2,1,1,2,,1,0,5,1,,10.20174,9.250762,3,8,1,14,7,3,1,1
2012,11195,2010,20101594,2,62,2,1,2,77,1,1,50,1,1,1,2,8,,10,0,5,2,3,43,2,1,2,2,,1,,7,1,,10.00107,,2,,,5,6,4,1,1
2012,8591,2008,2008931,3,45,2,1,2,96,2,1,31,1,1,1,10,,2,4,0,1,3,4,48,1,1,2,3,,0,1,3,0,,11.95208,10.20174,3,5,1,43,6,5,3,1
2012,11415,2010,20101869,2,49,2,2,4,94,1,1,53,1,1,1,4,,4,3,0,3,7,4,55,2,1,1,2,,1,2,2,4,,8.815444,5.501258,5,,,9,8,3,1,1
2012,11507,2010,20101987,2,65,1,1,8,83,1,1,23,1,1,3,3,3,2,3,0,1,5,4,27,2,1,1,2,,3,1,1,3,,11.95208,8.614774,5,8,1,12,10,5,1,1
2012,8680,2008,20081083,3,70,2,1,6,88,1,1,27,1,1,1,1,,4,12,0,3,7,3,23,1,1,1,,,2,,1,1,,,,5,,,71,2,5,2,1
2012,9032,2008,20081622,3,67,2,1,4,103,3,2,119,1,1,1,,10,11,,0,1,6,2,84,2,1,1,3,,0,0,7,0,,9.675646,,3,,,1,10,2,1,1
2012,10436,2010,2010603,2,69,2,1,9,98,1,1,59,1,1,3,1,2,1,10,0,1,4,4,54,1,1,1,3,3,3,4,1,3,,11.95208,10.79958,4,,,9,3,1,1,1
2012,8564,2008,2008885,3,68,2,1,3,79,3,2,22,1,1,3,4,,9,10,0,1,3,3,50,2,1,1,1,,0,0,4,0,,,,3,5,2,3,8,3,1,1
2012,10531,2010,2010731,2,36,1,1,2,84,1,2,21,1,1,1,4,,10,5,0,1,3,2,58,1,1,2,3,,0,0,7,1,,5.501258,,9,,,563,1,5,4,1
2012,9093,2008,20081707,3,68,2,1,0,84,1,1,68,1,1,1,9,,9,4,0,1,5,3,23,1,1,1,2,,1,1,1,1,,11.13605,9.818747,5,4,1,7,6,5,1,1
2012,10587,2010,2010802,2,62,2,1,17,111,1,1,122,1,2,1,3,,9,4,0,1,1,3,24,2,1,4,3,,1,1,1,3,,11.13605,9.250762,1,6,1,12,4,5,1,1
2012,9146,2008,20081792,3,39,1,1,0,81,2,1,75,1,1,1,1,10,10,3,0,3,7,3,39,2,1,2,2,2,1,1,1,1,,10.40653,9.818747,7,6,1,7,10,1,1,1
2012,8897,2008,20081414,3,51,2,5,19,144,1,1,12,2,1,1,11,,5,7,8,8,0,2,49,1,2,2,2,,0,0,1,0,2,8.815444,8.815444,9,5,1,247,2,4,3,0
2012,11453,2010,20101915,2,50,1,2,0,120,1,1,22,1,1,1,4,10,5,10,0,1,5,3,61,1,1,1,2,1,0,0,1,1,,10.20174,9.818747,5,5,1,5,10,1,1,1
2012,8328,2008,2008518,3,58,2,1,2,80,1,1,42,1,1,3,3,5,4,4,1,1,1,3,58,2,1,1,3,1,1,3,3,3,,10.20174,8.982498,1,9,1,7,6,1,1,1
2012,8894,2008,20081411,3,52,2,1,5,72,1,1,19,1,1,1,10,10,1,2,0,1,6,4,32,2,1,4,1,1,4,4,7,3,,8.614774,,8,,,186,2,1,1,1
2012,8876,2008,20081386,3,69,2,1,4,133,1,1,3,1,1,3,2,8,2,4,0,1,8,3,69,2,1,1,3,1,1,1,5,2,,10.79958,,8,,,186,2,1,1,1
2012,9041,2008,20081633,3,65,1,1,6,69,1,1,98,1,1,1,2,1,10,4,0,1,3,3,38,2,1,1,2,,1,1,1,2,,10.00107,10.00107,3,6,2,4,8,3,1,1
2012,8188,2008,2008283,3,66,2,1,8,121,1,1,33,1,1,1,1,3,1,,0,1,3,4,65,1,1,4,3,3,3,4,1,4,,11.13605,10.9819,9,10,1,60,2,1,1,1
2012,8621,2008,2008978,3,42,2,1,10,59,2,2,106,1,1,1,10,10,5,3,0,1,3,3,54,2,1,4,3,1,1,1,1,1,,9.508592,9.361988,3,,,198,2,1,1,1
2012,10296,2010,2010414,2,50,2,3,6,69,1,1,40,1,1,1,1,1,1,10,0,1,7,4,30,1,1,2,3,3,3,3,1,3,,10.9819,10.40653,7,9,1,54,3,1,1,1
2012,8748,2008,20081174,3,57,1,1,2,94,1,1,4,1,1,1,10,,5,8,0,0,5,3,30,2,1,1,3,,0,1,4,0,,8.614774,6.887553,5,4,2,187,2,5,2,1
2012,8289,2008,2008451,3,39,2,5,9,78,1,1,37,1,1,3,2,1,2,2,0,1,3,4,39,2,1,4,3,4,3,4,2,4,,10.9819,8.614774,5,9,1,15,3,1,1,1
2012,9151,2008,20081800,3,39,1,1,0,98,1,1,43,1,1,1,3,9,,,0,7,7,2,38,2,1,4,2,1,0,,1,1,,10.79958,9.818747,7,7,1,8,10,1,1,1
2012,8334,2008,2008528,3,56,2,5,0,52,1,3,92,1,1,1,9,,10,5,8,1,2,3,54,1,1,1,3,,0,0,1,1,,,,5,6,2,12,3,5,3,1
