year,id,wt_pooled,wt_pooled_insc,wt_no_pooling,wt_no_pooling_insc,wt_shrunken,wt_shrunken_insc
2006,3589,.4773611,.4513028,.5108952,.4694785,.4867528,.4567241
2006,3592,.4880471,.4649934,.5226172,.482493,.4979918,.4703542
2006,3599,3.556996,3.29143,2.558295,2.544249,3.237947,3.069397
2006,3600,.9348763,.8808414,.8964697,.8374766,.9296256,.8733447
2006,3601,.814961,.7970956,.7751353,.7734601,.8082371,.7934984
2006,3607,.9940913,.9662179,1.012077,.9873507,1.002271,.9736343
2006,3608,.9210868,.8967658,.9040268,.9028224,.9209287,.9007936
2006,3610,1.265143,1.2286,1.258058,1.256255,1.268649,1.238452
2006,3611,1.306723,1.273132,1.312576,1.296447,1.313614,1.282156
2006,3612,.9055406,.8921498,.9399369,.9569614,.9172711,.9092283
2006,3616,.8260562,.813625,.8374786,.8351859,.8323156,.8209457
2006,3617,2.176936,2.226554,2.041698,2.14089,2.157447,2.215887
2006,3620,.4421584,.4254501,.5018874,.4696707,.4566236,.4362358
2006,3623,1.956567,1.936903,1.918234,1.949546,1.955814,1.945282
2006,3625,1.08939,1.056004,1.108633,1.083156,1.098458,1.065286
2006,3629,.5429884,.5237291,.512712,.4977829,.5382926,.5194459
2006,3630,1.020804,.9935617,.9854364,.975373,1.015309,.9909836
2006,3633,1.030886,.9940865,1.106802,1.038566,1.052872,1.00734
2006,3635,1.442852,1.42538,1.39032,1.395467,1.436756,1.422631
2006,3637,.6039053,.5730101,.6060607,.5687124,.6068907,.5734766
2006,3676,2.954005,2.909897,2.016406,2.009718,2.668867,2.644624
2006,3678,.5387399,.5119447,.5499709,.527337,.543591,.5169532
2006,3682,.9743387,.9461564,.9318466,.8993054,.9677824,.9370362
2006,3687,1.09586,1.075671,1.116048,1.090939,1.105123,1.082192
2006,3688,2.357538,2.23602,2.111474,2.088381,2.302593,2.203143
2006,3689,1.938327,1.775367,2.05898,1.886163,1.973205,1.805342
2006,3691,1.433208,1.347555,1.582389,1.448927,1.471683,1.373964
2006,3693,1.031724,1.032597,1.057554,1.005122,1.042019,1.027656
2006,3694,1.045198,1.059556,1.016493,1.016115,1.042162,1.051536
2006,3695,1.007371,1.022523,1.007982,1.026755,1.011214,1.025765
2006,3698,1.055673,1.071197,.9890491,1.014776,1.041004,1.057845
2006,3699,.6958918,.6320489,.6620622,.607536,.6900303,.627516
2006,3700,1.103442,.9937699,1.31214,1.19669,1.154435,1.040465
2006,3701,.5507526,.5228424,.6331542,.5793438,.5700195,.5363796
2006,3704,1.540318,1.421463,1.554182,1.517367,1.550095,1.447289
2006,3705,.4892402,.4677622,.4868849,.4727888,.4904146,.4700535
2006,3706,.8685356,.7579937,.9168436,.7838536,.883498,.7661256
2006,3708,4.924673,4.627923,4.596787,4.537314,4.864383,4.61849
2006,3714,1.33023,1.272038,1.359752,1.296396,1.34264,1.281043
2006,3718,.7704167,.7208776,.8038003,.7397822,.7813316,.7272832
2006,3719,1.306869,1.27846,1.322197,1.315022,1.315184,1.2905
2006,3720,1.801765,1.727198,1.760725,1.680672,1.798991,1.720017
2006,3724,1.120947,1.090627,1.0335,1.031752,1.104742,1.079955
2006,3728,2.417391,2.328166,2.275982,2.256163,2.390719,2.315019
2006,3729,1.614165,1.599423,1.601203,1.694374,1.616924,1.626018
2006,3731,.6948672,.6605774,.6761014,.6636489,.6926148,.6628004
2006,3740,1.238335,1.185304,1.191442,1.157691,1.232103,1.181797
2006,3741,.5926653,.568067,.6428874,.6226971,.6070725,.5825446
2006,3742,1.176343,1.121547,1.119005,1.060864,1.167211,1.109885
2006,3743,1.581072,1.269265,1.651343,1.218135,1.60442,1.258342
2006,3745,.6641161,.634808,.6557068,.6362322,.6645048,.636691
2006,3748,.7897894,.7384185,.8718093,.7965478,.8129435,.754608
2006,3749,1.764736,1.703623,1.905383,1.811141,1.805611,1.734095
2006,3750,1.190729,1.170067,1.090062,1.113714,1.166376,1.156521
2006,3752,1.17411,1.137247,1.125419,1.082196,1.165693,1.1252
2006,3758,.8956779,.7667979,.9444602,.7675576,.9112247,.7685152
2006,3787,.9937534,.9942945,.9559705,.9564685,.9866616,.9854493
2006,3789,2.339055,2.444146,2.190161,2.25273,2.308897,2.398426
2006,3793,2.362752,2.365373,2.179351,2.149662,2.324124,2.313891
2006,3794,1.035815,1.031303,.9875275,1.002563,1.026786,1.025775
2006,3796,.7033361,.6178062,.5329286,.5056933,.6597026,.591702
2006,3798,1.301059,1.208037,1.344382,1.184111,1.317048,1.202654
2006,3799,1.124022,1.042422,1.092826,1.014022,1.120328,1.037766
2006,3801,1.141276,1.097902,1.020385,.9998668,1.114469,1.07567
2006,3803,.6792042,.6344934,.7214602,.6720082,.6917487,.6448224
2006,3804,1.562531,1.460438,1.543021,1.456296,1.562937,1.462263
2006,3806,1.358263,1.315185,1.402726,1.347917,1.374565,1.326277
2006,3809,.611783,.5790603,.5813986,.5598417,.6058584,.5751656
2006,3818,1.637988,1.589449,1.561631,1.52901,1.623034,1.575978
2006,3822,.5737731,.5621989,.5472374,.545292,.5688199,.5588591
2006,3825,1.121397,1.113394,1.078838,1.068572,1.114612,1.104596
2006,3827,.7240776,.6560634,.7285787,.6443648,.7279292,.6544998
2006,3835,.84045,.7918459,.892251,.8269144,.8567646,.8025373
2006,3836,1.971292,1.835841,2.028939,1.837263,1.993052,1.840329
2006,3839,4.477225,4.15597,5.281171,4.441933,4.691824,4.238904
2006,3874,.6570954,.5967632,.7097445,.7037781,.6720327,.6228722
2006,3879,1.002765,.9479022,.9725741,.9489328,1.000231,.9510459
2006,3882,.8798658,.8519112,.8909997,.879178,.8858423,.8606713
2006,3886,.8803403,.8562926,.8896513,.8995078,.8862013,.868543
2006,3889,1.938534,1.756953,1.911033,1.819529,1.940544,1.776234
2006,3890,1.130127,1.01715,1.33761,1.209805,1.176274,1.058205
2006,3891,.9778035,.9047006,.9349929,.8936381,.9719282,.9047665
2006,3892,1.700509,1.529234,1.883217,1.713204,1.74875,1.57436
2006,3894,.5675191,.5182472,.6067242,.5311578,.5785046,.5227156
2006,3897,.9693666,.9443615,.9643407,.9819058,.9717478,.9558044
2006,3900,.6541033,.5997824,.7850913,.6978069,.6860344,.6236253
2006,3903,.5157356,.466863,.5852552,.5008175,.5364049,.4769504
2006,3904,1.422374,1.375776,2.518166,2.559382,1.603426,1.572952
2006,3908,.4980783,.4514942,.5321239,.4887803,.5080498,.461145
2006,3909,3.716906,3.60835,3.711176,3.583893,3.728194,3.608838
2006,3914,.918941,.9096271,.9039539,.8976164,.9190159,.908971
2006,3915,1.333325,1.276278,1.385676,1.290599,1.351666,1.282249
2006,3916,2.33164,2.298818,2.298275,2.248385,2.332558,2.291621
2006,3919,1.508579,1.430343,1.525445,1.452203,1.518641,1.439301
2006,3922,1.268755,1.232018,1.385319,1.372233,1.300753,1.268783
2006,3924,.5950568,.5559791,.5852425,.533855,.5947862,.5515602
2006,3925,1.198225,1.036909,1.126957,.9574156,1.186129,1.021434
2006,3927,.8691598,.8588413,.8591093,.8512612,.8709368,.8599706
2006,3928,.9759174,.7152384,1.217294,.7291779,1.0404,.7201071
2006,3929,1.099119,1.025889,.9960903,.9516818,1.077001,1.009741
2006,3930,.9393938,.9419746,.9460198,.9356163,.9445269,.9424005
2006,3933,1.251698,1.216594,1.018896,.9988261,1.20334,1.172833
2006,3934,.9460961,.9337513,.8906085,.896333,.9352844,.9264336
2006,3935,.560905,.5373565,.6081998,.5746175,.5737718,.5472414
2006,3936,1.488585,1.099111,1.633434,1.112022,1.525856,1.105168
2006,3939,1.155011,1.085249,1.122421,1.092903,1.153677,1.090684
2006,3941,1.040282,.9860094,1.045194,1.010509,1.045954,.9945011
2006,3942,.6768776,.6476414,.7465787,.694598,.696153,.6604991
2006,3944,1.446359,1.336252,1.350376,1.291489,1.428871,1.328297
2006,3945,.5574391,.5303417,.6081579,.5664545,.5715788,.5403529
2006,3976,2.016387,1.934744,2.103342,2.079261,2.044727,1.972705
2006,3977,1.171849,1.113153,1.198398,1.155841,1.182901,1.1262
2006,3978,1.690071,1.261751,1.729344,1.258558,1.706252,1.264306
2006,3981,.4893565,.4610494,.5439036,.5058609,.5040602,.4727601
2006,3982,1.414757,1.222623,1.245454,1.141715,1.379205,1.207787
2006,3983,2.369667,2.250944,2.458989,2.369191,2.400626,2.28484
2006,3984,.5222701,.4859603,.5379464,.5067297,.5281023,.4921653
2006,3985,.7316663,.646417,.7824661,.6949236,.7461695,.6592228
2006,3986,1.132052,1.070585,1.252548,1.203097,1.162044,1.102521
2006,3987,1.407614,1.361062,1.248077,1.252778,1.374154,1.338661
2006,3991,1.013757,.9881701,1.001711,1.000211,1.014733,.9936614
2006,3992,.606059,.5542309,.6207437,.5902653,.6120103,.5640281
2006,3995,2.070306,1.846496,1.394184,1.345101,1.866441,1.705813
2006,3996,.52844,.4966828,.5705712,.5355916,.5402486,.506922
2006,4000,.8214746,.7463965,.7627366,.7323096,.8105126,.745122
2006,4005,2.503731,2.2439,1.93411,1.821199,2.352931,2.137602
2006,4008,.5986941,.5680056,.6299046,.5974658,.6085783,.576592
2006,4009,1.234629,1.16063,1.15324,1.095918,1.219206,1.147566
2006,4010,.6562724,.615317,.5682521,.5491567,.636573,.6011583
2006,4015,.5916003,.5545756,.6524845,.6268437,.6081459,.5725933
2006,4016,1.193647,1.176026,1.185155,1.22255,1.196669,1.19005
2006,4021,1.790792,1.75533,1.703822,1.682029,1.776386,1.741387
2006,4035,.8841808,.8641605,.8634984,.8566422,.8817704,.8638244
2006,4036,1.006115,.9609678,.975507,.9268255,1.002014,.9545539
2006,4037,.4477546,.4407446,.4845455,.4798263,.4585866,.4514084
2006,4039,.9919559,.9716481,.9846392,.9903437,.9946032,.9788046
2006,4043,.9382391,.9378322,.9376628,.9596325,.9416387,.94543
2006,4044,.4579634,.4282275,.5295467,.4689835,.4753123,.4390057
2006,4047,1.047381,1.015268,1.059616,1.021781,1.054266,1.019081
2006,4050,.8728722,.673518,.8974266,.6554695,.882239,.6704115
2006,4052,1.366905,1.284664,1.378645,1.364004,1.375035,1.306908
2006,4054,.9487785,.9097899,.981304,.9403031,.9603638,.9194577
2006,4057,.4863772,.4656865,.502596,.4696674,.4921443,.4679788
2006,4059,.8087007,.7433606,.8964959,.7880905,.832245,.7557505
2006,4090,.8969597,.875335,.9042125,.8848724,.9024777,.8800585
2006,4094,1.037937,.99593,1.035163,1.00522,1.041373,1.000734
2006,4099,1.431792,1.324916,1.565092,1.404181,1.468168,1.347691
2006,4100,1.640268,1.412462,1.225097,1.195621,1.536325,1.365877
2006,4101,1.335557,1.220482,1.308994,1.343147,1.332302,1.253783
2006,4103,1.415735,1.409927,1.39868,1.406351,1.41647,1.412011
2006,4107,.5309225,.5066916,.5908672,.5461917,.5470029,.5173838
2006,4108,.6235391,.5984167,.6491551,.6310187,.6321539,.6077393
2006,4109,1.073038,1.051285,1.212134,1.129858,1.110465,1.073172
2006,4110,1.993653,2.007894,1.94136,1.937636,1.988572,1.995882
2006,4111,1.185659,1.145639,1.215755,1.16037,1.197601,1.152
2006,4113,1.269561,1.125195,1.141127,1.065147,1.247013,1.116956
2006,4116,2.328586,2.334565,2.508202,2.608296,2.382363,2.406789
2006,4118,1.040235,.9994972,1.041224,1.014772,1.044423,1.00568
2006,4119,.5182359,.5006645,.5027022,.5036441,.5162301,.5026187
2006,4120,.5169147,.4820032,.5688632,.5291455,.5316058,.494506
2006,4122,.7548205,.6633703,.7207188,.6273019,.7493622,.656311
2006,4123,1.235499,1.165244,1.190619,1.17408,1.230638,1.170683
2006,4125,8.320865,7.235185,6.351729,5.826458,7.773596,6.861827
2006,4129,1.78858,1.68848,1.573716,1.564985,1.740551,1.661363
2006,4132,1.285465,1.202891,1.102321,1.074462,1.242124,1.172708
2006,4137,1.381407,1.304121,1.331954,1.313043,1.3743,1.309434
2006,4138,1.057453,1.064751,.9998493,1.031784,1.047886,1.059757
2006,4140,1.083621,1.048357,1.017129,.9918511,1.072849,1.038243
2006,4142,1.376071,1.273862,1.370593,1.314081,1.380336,1.28677
2006,4143,5.484537,5.369388,4.906783,4.994027,5.354766,5.286436
2006,4144,.9768442,.9416732,.9898053,.956584,.9839134,.9477046
2006,4148,.5975008,.570966,.5776429,.5627775,.5948673,.5703083
2006,4151,1.383759,1.244299,1.316301,1.19172,1.373408,1.235407
2006,4152,1.163711,1.112648,1.058922,1.058984,1.145344,1.104072
2006,4157,1.266587,1.155355,1.158688,1.087036,1.246048,1.142673
2006,4158,1.183423,1.142115,1.065185,1.064868,1.160801,1.12746
2006,4160,.9846938,.9661694,.9125074,.9101827,.9729989,.9567065
2006,4165,1.524101,1.369296,1.395077,1.298367,1.500683,1.357198
2006,4167,.6024023,.5819069,.6066232,.5958706,.6059526,.5867975
2006,4200,1.013323,.9663168,.9949557,.9510145,1.012727,.964921
2006,4201,.6814095,.5929372,.6487472,.5763955,.6761326,.5905319
2006,4213,.7292934,.6175719,.8756444,.6989439,.7652395,.6382158
2006,4215,.9692437,.9013216,.9222732,.880592,.9619264,.8989315
2006,4216,1.082694,1.017763,1.10392,1.10026,1.092094,1.039722
2006,4219,1.658745,1.536678,1.642155,1.648081,1.661561,1.566398
2006,4223,1.985802,1.922123,2.012295,1.968689,1.999806,1.938157
2006,4225,1.542758,1.434516,1.506302,1.465613,1.540037,1.445756
2006,4227,.6318975,.5971795,.7083536,.6460187,.6511528,.6098027
2006,4230,1.935733,1.814849,1.89205,1.777835,1.931569,1.809311
2006,4234,1.122062,1.114142,1.094551,1.102411,1.120339,1.114756
2006,4238,1.350353,1.33974,1.527789,1.505467,1.393293,1.37916
2006,4240,1.721176,1.622663,1.901341,1.733031,1.768755,1.652517
2006,4243,.8401389,.7647607,.9196414,.8191475,.8620335,.7793801
2006,4244,.728788,.6866335,.7555543,.7099663,.7378877,.6938986
2006,4249,1.190717,1.123386,1.211761,1.155844,1.20075,1.134074
2006,4253,2.166916,2.032772,2.594525,2.421951,2.259655,2.115986
2006,4255,2.224945,1.858372,2.402211,1.956491,2.272825,1.885552
2006,4284,2.072786,2.037118,2.17672,2.089878,2.107102,2.054873
2006,4292,.9499641,.8747634,.9630321,.8782101,.9564805,.8772171
2006,4293,.9418686,.8908033,.9390752,.8825276,.944385,.8905768
2006,4295,1.355237,1.247511,1.393374,1.284704,1.369821,1.259656
2006,4298,1.573251,1.557353,1.758278,1.608586,1.626314,1.573798
2006,4299,.9836346,.9600002,1.055905,.9787459,1.006174,.9667268
2006,4303,3.729047,3.534185,3.810633,3.725357,3.763206,3.590256
2006,4304,.9556642,.9281694,.9724905,.9189746,.963213,.927301
2006,4305,.9607911,.9115999,.9934863,.9076809,.9725796,.9125974
2006,4307,.9166583,.9175853,1.012332,.9902508,.9440155,.9376438
2006,4309,1.310436,1.242617,1.394385,1.30408,1.335541,1.260558
2006,4310,1.093156,1.06617,1.09795,1.071587,1.098414,1.070016
2006,4314,.6781115,.6539884,.6723522,.652248,.6795692,.6554059
2006,4316,.902473,.7644474,1.060661,.8302124,.9415849,.7818423
2006,4321,1.142855,1.11575,1.176476,1.165779,1.155448,1.130414
2006,4323,.6599485,.6205788,.7304137,.6675681,.679047,.6332374
2006,4325,1.403062,1.310569,1.492571,1.397695,1.429725,1.334517
2006,4352,1.149583,1.112631,1.486981,1.331405,1.238541,1.171891
2006,4353,.7246942,.6969063,.7505239,.6954209,.7342511,.6967579
2006,4354,1.075826,1.059865,1.043345,1.002242,1.067239,1.0413
2006,4357,.6324187,.598945,.6611896,.6198162,.6417633,.6054652
2006,4360,1.846126,1.86299,2.060795,2.164707,1.903125,1.936514
2006,4364,3.689269,3.155985,1.624612,1.648155,2.57918,2.362854
2006,4367,2.795319,2.645761,3.378018,3.264171,2.934141,2.785772
2006,4369,1.241324,1.181264,1.28751,1.257595,1.257134,1.201971
2006,4370,.9905773,.9515215,1.034685,.9789662,1.004908,.9605578
2006,4372,.5325241,.5181459,.5835574,.5482557,.5457664,.5263383
2006,4374,1.138813,1.113958,1.232059,1.201726,1.166168,1.138357
2006,4378,.7875144,.618366,.9709772,.6723408,.8299761,.6329206
2006,4380,1.688884,1.609846,1.35083,1.31836,1.614341,1.547319
2006,4384,1.047713,1.032174,1.127671,1.106003,1.070493,1.05209
2006,4386,.7111552,.6183784,.8071785,.6569005,.7363637,.6292164
2006,4389,1.086643,1.060941,1.202808,1.174413,1.117161,1.089496
2006,4390,.8005109,.7764966,.8361075,.8165815,.8123849,.7883918
2006,4394,2.157153,1.895705,2.540719,2.248351,2.246356,1.973674
2006,4396,2.351584,2.304031,2.377117,2.278065,2.36633,2.301551
2006,4397,1.241476,1.071172,.9631953,.8332354,1.169582,1.012837
2006,4399,4.93394,4.725306,4.003181,3.892374,4.648963,4.483151
2006,4401,3.78318,3.719192,4.776386,4.353901,4.00382,3.866603
2006,4404,2.557047,2.232641,1.790187,1.734589,2.327152,2.102435
2006,4406,4.692152,4.629393,3.742759,3.899052,4.403457,4.414999
2006,4408,3.003539,2.941875,2.720773,2.642813,2.950734,2.880257
2006,4411,1.002013,.9614032,1.089831,1.019176,1.025678,.9773534
2006,4417,2.162585,2.108887,1.897862,1.8759,2.10484,2.061795
2006,4418,2.086646,2.068244,1.919909,1.905069,2.054643,2.033963
2006,4425,.817225,.6751657,.8790988,.7278888,.8350166,.6892294
2006,4430,1.290869,1.279865,1.299427,1.238152,1.298338,1.273928
2006,4436,2.957458,2.645675,3.025546,2.627383,2.985362,2.646386
2006,4438,2.373537,2.315018,2.286434,2.230247,2.36082,2.299415
2006,4445,1.517519,1.515166,1.542155,1.5417,1.52896,1.524802
2006,4447,2.07768,1.81082,1.569838,1.41175,1.943327,1.71192
2006,4449,2.957216,2.781722,3.323683,2.97417,3.068643,2.840007
2006,4450,1.552129,1.484043,1.922358,1.80184,1.632653,1.551986
2006,4453,2.011548,1.901961,2.018259,1.930928,2.021128,1.913785
2006,4455,2.59666,2.55792,2.639618,2.66014,2.61653,2.589756
2006,4461,3.186745,3.113823,3.676663,3.404124,3.308805,3.188317
2006,4470,2.218263,2.226567,2.121152,2.149883,2.203277,2.213849
2006,4473,2.381577,2.329935,2.244473,2.244438,2.354861,2.313244
2006,4474,1.518452,1.500068,1.480515,1.412738,1.509184,1.471751
2006,4475,2.916863,2.758041,2.613971,2.492919,2.806422,2.661634
2006,4476,1.411608,1.308647,1.112417,1.045657,1.305063,1.218714
2006,4477,.7382933,.6908768,.6681232,.6169918,.7148563,.6662567
2006,4485,6.573278,6.055748,5.568022,5.219109,6.362812,5.881429
2006,4489,2.8206,2.832748,2.650299,2.636943,2.800125,2.803033
2006,4490,.6735462,.6572708,.6818441,.6933101,.6781653,.6675513
2006,4492,.8445261,.6001222,1.131688,.6545913,.9060246,.6148024
2006,4493,1.155144,1.116378,1.176561,1.156796,1.164984,1.128853
2006,4494,.5966949,.5653657,.6917221,.631231,.6212455,.5823261
2006,4499,.9150954,.8822005,.9803551,.918268,.9353948,.8933687
2006,4500,.8652894,.8538554,.9200646,.8930705,.8821023,.86556
2006,4509,4.703776,4.135582,4.686728,4.782319,4.715328,4.296169
2006,4510,1.523371,1.453624,1.663833,1.563266,1.561989,1.483126
2008,2,.9722355,.8914441,1.974139,2.350488,1.136035,1.08311
2008,3,3.253994,3.152108,3.929925,3.950945,3.426793,3.352854
2008,5,1.071277,.9903988,.91309,.8850292,1.02994,.9651003
2008,7,4.230757,3.804335,3.81339,3.622999,4.133287,3.769662
2008,9,.6469342,.6144383,.7382883,.7901788,.6704434,.6539557
2008,10,.8596641,.8048263,.9246557,.9202642,.8778877,.8331829
2008,13,.6217566,.5850517,.6733207,.6365898,.6367458,.5998843
2008,17,.7897735,.7397285,.8946087,.9748229,.8183643,.7946503
2008,19,.8190839,.7648261,1.146284,1.22856,.8842998,.8481019
2008,20,2.479575,2.408264,2.641213,2.649361,2.524979,2.467961
2008,22,1.498281,1.388538,1.636628,1.598664,1.535346,1.440016
2008,23,1.210773,1.19354,1.286769,1.294156,1.233588,1.221969
2008,27,3.811615,3.56581,5.419339,5.736937,4.159927,3.978312
2008,28,1.467803,1.393411,2.263621,2.074401,1.607628,1.518451
2008,29,.86759,.8137031,.8836032,.9120077,.8749198,.8387792
2008,30,.7047901,.6798846,.7937608,.8063549,.7297621,.7124336
2008,32,4.737357,4.600094,5.596505,5.586675,4.948459,4.834431
2008,34,.6634235,.6252897,.7703149,.7470189,.6920666,.6576791
2008,35,.7529335,.7222763,.6999416,.6922169,.7411234,.7168196
2008,36,.6523349,.6375937,.6727849,.681712,.6601962,.6512066
2008,37,5.877697,5.485408,6.371491,5.86597,6.009501,5.592907
2008,40,1.189857,1.153623,1.398962,1.359576,1.241566,1.204555
2008,41,1.278283,1.20437,1.654129,1.510865,1.364115,1.276936
2008,42,2.647567,2.618275,2.981248,2.906811,2.74443,2.706248
2008,43,1.414074,1.349394,2.057024,2.036525,1.546088,1.486082
2008,44,1.212795,1.225579,1.509199,1.530841,1.288329,1.304008
2008,45,.6007693,.5749258,.6155,.5925949,.6071492,.5819715
2008,46,1.397027,1.301587,2.017036,1.814521,1.524726,1.41013
2008,48,3.01781,3.095703,3.630359,3.851262,3.174362,3.278402
2008,49,2.015192,1.962592,1.996165,1.939061,2.017949,1.963275
2008,52,1.16228,1.169197,1.287364,1.272636,1.199637,1.200593
2008,54,.6780874,.6370177,.7354251,.6708173,.6941832,.6470529
2008,55,2.603609,2.630803,3.157465,3.076874,2.759417,2.763232
2008,56,1.432113,1.344721,1.550939,1.458181,1.465155,1.376675
2008,57,1.2966,1.214825,1.383379,1.289571,1.321276,1.236284
2008,58,7.664979,7.104581,8.173919,7.441884,7.815212,7.21423
2008,59,.5556599,.5227109,.5385051,.5036656,.5534488,.5196999
2008,60,1.618362,1.50514,2.164782,2.104481,1.727631,1.620413
2008,61,4.559076,4.342028,5.59318,5.473454,4.774491,4.57803
2008,63,1.60239,1.446856,2.000257,1.799153,1.693717,1.528301
2008,65,1.550378,1.54716,1.566307,1.569181,1.560666,1.558315
2008,66,.667895,.63818,.7080143,.6449154,.6802945,.6421599
2008,68,1.345122,1.273264,1.266615,1.234823,1.33011,1.26785
2008,69,3.111589,3.077564,3.740227,3.844409,3.24676,3.234097
2008,72,1.27779,1.208811,1.500506,1.386793,1.332034,1.251827
2008,74,.640946,.5835264,.7716762,.6968135,.6726649,.6112303
2008,76,1.12694,1.083653,1.248492,1.184856,1.163161,1.114813
2008,77,.7299151,.6482585,.6833039,.5981252,.7197741,.6365381
2008,79,.5508925,.539636,.5052944,.4933799,.5414594,.5297452
2008,83,1.20893,1.137598,1.301979,1.213705,1.235448,1.159869
2008,87,.6527894,.5907398,.7727164,.667987,.6835817,.6112752
2008,88,1.260764,1.223986,1.317267,1.32664,1.282252,1.258467
2008,92,1.091853,1.07075,1.122757,1.109443,1.103786,1.084506
2008,93,1.680871,1.673523,1.791028,1.80576,1.716037,1.713632
2008,94,1.109906,1.092613,1.140808,1.130684,1.121256,1.105232
2008,95,1.474042,1.431261,1.792665,1.732685,1.549788,1.502123
2008,96,.4973243,.4851351,.4802323,.4615015,.4949287,.4808837
2008,99,2.66481,1.699771,2.77571,1.81882,2.701071,1.731175
2008,100,2.994154,3.021537,3.349971,3.555908,3.081123,3.142155
2008,101,.5645666,.535848,.6017871,.5598502,.5769082,.5445256
2008,102,.6866786,.6293447,.6712068,.6374075,.6852922,.633736
2008,104,1.48146,1.361341,1.537228,1.403486,1.501216,1.376941
2008,108,1.910834,1.89344,2.212415,2.117716,1.988021,1.952636
2008,109,1.261192,1.206543,1.629255,1.631454,1.340684,1.294583
2008,110,.7402281,.707182,.7136675,.7337164,.7362887,.7156793
2008,112,1.118286,1.122207,1.206993,1.206909,1.144668,1.147452
2008,113,1.181187,1.198912,1.333625,1.407856,1.222592,1.252194
2008,114,1.336854,1.241361,1.493881,1.408707,1.382009,1.28822
2008,115,3.255734,3.188156,4.055882,4.196528,3.439807,3.40933
2008,116,.5547263,.5394576,.5716627,.5617514,.5610526,.5468602
2008,117,2.112283,1.982788,2.534105,2.432852,2.207608,2.080519
2008,119,1.264671,1.162521,1.395746,1.291651,1.298042,1.194773
2008,120,1.168009,1.166732,1.38752,1.326824,1.224532,1.20852
2008,121,.5365573,.5178774,.5242267,.4854845,.5354605,.51136
2008,122,1.046066,1.046756,1.026248,1.020549,1.045035,1.043743
2008,123,.6384534,.6218597,.7593676,.6953865,.6657993,.6397206
2008,124,2.971694,2.913568,3.540119,3.473954,3.099171,3.039416
2008,127,4.903032,4.444664,3.566056,3.381594,4.515121,4.147471
2008,129,1.61378,1.57582,1.764795,1.805277,1.657424,1.637676
2008,132,1.436101,1.420517,1.269792,1.23863,1.39592,1.375789
2008,133,3.586521,3.592224,3.329732,3.300249,3.534109,3.52964
2008,135,1.589567,1.577615,1.650336,1.622816,1.609932,1.593302
2008,136,3.617382,3.49684,3.43253,3.259167,3.585482,3.450255
2008,137,.7192927,.7052554,.6790167,.6655547,.711817,.6976442
2008,138,1.578214,1.55097,1.22753,1.175006,1.485231,1.447374
2008,139,2.047475,2.043248,1.866487,1.830514,2.006896,1.993281
2008,140,2.163495,2.126741,1.763525,1.675808,2.05037,1.994144
2008,141,.7674878,.7596959,.652453,.6482754,.7378915,.7309973
2008,145,3.633108,3.797669,3.231996,3.336188,3.527126,3.674396
2008,146,5.307641,5.12412,4.424829,4.031319,5.080244,4.821797
2008,147,1.364368,1.362878,1.24536,1.246938,1.336799,1.336271
2008,148,1.811845,1.801826,1.519582,1.493438,1.73946,1.724152
2008,152,2.058711,1.983421,1.921758,1.872493,2.029442,1.959869
2008,153,2.864017,2.765508,1.861326,1.750483,2.507824,2.405165
2008,154,5.578097,5.530954,4.962189,4.721146,5.418914,5.307882
2008,155,.6261328,.5965899,.5562027,.5312973,.6104851,.5821993
2008,156,3.289571,3.348063,2.730174,2.96549,3.124483,3.243259
2008,158,3.475113,3.363128,2.846796,2.697591,3.303808,3.173055
2008,159,3.663724,3.201148,2.314082,2.046275,3.188933,2.81228
2008,160,2.270993,2.247928,2.256119,2.267449,2.275375,2.258882
2008,161,3.558404,3.445926,3.301015,3.266786,3.505349,3.411602
2008,164,2.465217,2.302116,2.629421,2.481624,2.516936,2.35707
2008,165,1.422409,1.368497,1.297828,1.256721,1.390547,1.340183
2008,167,1.676892,1.715638,1.533269,1.556491,1.645725,1.679993
2008,169,1.572071,1.567603,1.050584,.9663711,1.372412,1.334726
2008,172,.7016282,.6611417,.6188743,.592562,.6824518,.6456472
2008,173,1.498127,1.495765,1.324513,1.32865,1.458004,1.457115
2008,174,1.900383,1.758893,1.644881,1.626356,1.833132,1.728492
2008,175,.7048541,.6793357,.604838,.5884925,.6796644,.6567274
2008,176,1.396325,1.219915,.9465984,.9351231,1.254799,1.139766
2008,177,.6580549,.6397738,.6518668,.6333025,.658953,.6403635
2008,178,.6165035,.6115255,.5791473,.5691629,.6090406,.6025072
2008,179,2.368117,2.278129,2.249563,2.118827,2.346616,2.244586
2008,180,3.785487,3.84295,3.321132,3.259512,3.675101,3.697685
2008,181,1.326604,1.351913,1.21785,1.221546,1.302307,1.321044
2008,182,4.84412,4.968558,4.433455,4.47393,4.752962,4.853733
2008,184,.9722039,.8363481,.7853253,.7272522,.9205054,.8080249
2008,185,1.489044,1.449433,1.315175,1.268916,1.449379,1.407445
2008,186,1.46381,1.447028,1.260746,1.260342,1.411187,1.398143
2008,187,1.262799,1.254969,1.193956,1.176207,1.249884,1.239065
2008,188,.8053207,.7914631,.7183212,.7169897,.7857697,.7751927
2008,192,1.411303,1.454226,1.335465,1.372509,1.397213,1.438266
2008,193,1.221754,1.224259,1.373323,1.403772,1.262628,1.271186
2008,194,2.199627,1.989451,1.949981,1.8047,2.135819,1.944653
